user_id,session_id,event_name,event_timestamp,product_id,category,price,device_type,traffic_source,country,view_flag,cart_flag,purchase_flag
3414,sess_aa6e98248a84,add_to_cart,31-07-2024 10:20,PROD_7292,Clothing,124.27,mobile,referral,canada,0,1,0
1711,sess_bed204cf1a9d,add_to_cart,05-07-2024 23:27,PROD_9913,Food & Grocery,15.6,tablet,ads,mexico,0,1,0
2135,sess_39298fba36f7,add_to_cart,02-02-2024 17:52,PROD_6466,Beauty,71.53,tablet,referral,india,0,1,0
1995,sess_fc9862cecb72,view,29-06-2024 15:10,PROD_1928,Home & Kitchen,200.03,tablet,direct,australia,1,0,0
2613,sess_c83dc80d2960,add_to_cart,31-03-2024 05:38,PROD_3839,,41.69,tablet,referral,mexico,0,1,0
2819,sess_60e6a9f162ad,add_to_cart,22-07-2024 16:20,PROD_1267,Electronics,703.04,tablet,ads,japan,0,1,0
1028,sess_0e525bcaf8c3,view,09-04-2024 12:18,PROD_8272,Automotive,406.3,tablet,direct,japan,1,0,0
2880,sess_211b0a28d95d,view,13-09-2024 18:13,PROD_7494,Automotive,176.89,tablet,direct,japan,1,0,0
1610,sess_27efc92392d4,view,17-12-2024 16:09,PROD_1877,Automotive,267.17,tablet,direct,germany,1,0,0
1135,sess_5bf5898f3633,add_to_cart,28-03-2024 08:36,PROD_1792,Toys,98.06,mobile,organic,japan,0,1,0
2216,sess_debf793e2787,view,08-04-2024 13:28,PROD_8387,Boooks,21.61,desktop,organic,france,1,0,0
2248,sess_a555e7ceb2ee,add_to_cart,07-08-2024 17:10,PROD_7011,Beauty,62.22,tablet,referral,india,0,1,0
3827,sess_32ba2562c253,view,10-03-2024 08:20,PROD_3269,Automotive,120.72,mobile,referral,germany,1,0,0
3269,sess_b6ba93d5e7c7,view,05-05-2024 04:01,PROD_7172,Toys,82.18,desktop,ads,australia,1,0,0
2290,sess_b45f332a7122,add_to_cart,03-05-2024 13:42,PROD_7993,Electronics,865.55,mobile,ads,canada,0,1,0
3343,sess_80ff61f8f5fa,add_to_cart,26-09-2024 08:12,PROD_6507,Automotive,145.41,tablet,referral,india,0,1,0
2368,sess_ec55551cdd46,add_to_cart,21-05-2024 01:33,PROD_4168,Jewelry,1664.92,mobile,ads,germany,0,1,0
3302,sess_f99d68fd7a5f,view,15-11-2024 07:29,PROD_3642,Food&Grocery,43.84,tablet,direct,canada,1,0,0
1005,sess_5b443cc3e1c6,view,16-12-2024 20:15,PROD_9486,Toys,97.19,mobile,organic,mexico,1,0,0
3913,sess_a9e5b0a7ac5b,view,01-03-2024 14:27,,Sports,130.43,tablet,,singapore,1,0,0
3157,sess_d9967aa8f2bf,view,18-03-2024 17:23,PROD_9537,Automotive,539.24,desktop,organic,japan,1,0,0
1023,sess_c867a208617b,add_to_cart,23-09-2024 13:32,PROD_7999,Home & Kitchen,286.81,desktop,ads,france,0,1,0
2534,sess_d91484b1245d,purchase,06-04-2024 21:55,PROD_8004,,3590,mobile,organic,singapore,0,0,1
2299,sess_d380493115f9,view,21-02-2024 03:22,PROD_6877,Toys,144.29,mobile,organic,mexico,1,0,0
3981,sess_27bb37015169,add_to_cart,27-12-2024 13:09,,Beuaty,88.36,desktop,referral,india,0,1,0
2115,sess_0327e640edc9,add_to_cart,28-11-2024 22:37,PROD_9736,Automotive,480.09,desktop,ads,mexico,0,1,0
3943,sess_9c25ed51162e,view,01-05-2024 19:17,PROD_9214,Home & Kitchen,,tablet,referral,india,1,0,0
2371,sess_086a6dcf178e,view,12-09-2024 02:06,PROD_4270,Toys,46.9,mobile,ads,germany,1,0,0
2779,sess_a88f4c81d4dc,view,31-10-2024 04:04,PROD_1588,Beuaty,125.88,desktop,organic,singapore,1,0,0
2371,sess_e95a81442ca9,view,25-08-2024 13:25,PROD_3892,Home & Kitchn,104.14,tablet,ads,france,1,0,0
1820,sess_5ed27a0fae1c,view,15-10-2024 00:22,PROD_8657,Jewellery,0.03,tablet,,uk,1,0,0
1876,sess_47b294beb021,add_to_cart,06-11-2024 06:51,PROD_3093,Clothing,165.01,desktop,direct,singapore,0,1,0
1126,sess_ae535b9c26e9,add_to_cart,11-05-2024 05:14,PROD_8535,Beauty,64.5,tablet,referral,canada,0,1,0
3664,sess_3922e7cc640d,view,16-03-2024 06:24,PROD_9786,Food & Grocery,12.13,tablet,referral,singapore,1,0,0
2239,sess_b9f49f18ed97,view,14-02-2024 09:26,PROD_2123,,0.97,desktop,ads,france,1,0,0
1909,sess_90bead87c1fa,view,03-09-2024 03:17,PROD_1234,Beauty,115.28,mobile,ads,australia,1,0,0
3478,sess_0f8d26e89c2d,view,09-12-2024 16:29,PROD_6669,Books,51.94,tablet,referral,brazil,1,0,0
3386,sess_3fcb06a35bad,view,14-08-2024 02:29,PROD_7301,Sports,383.28,tablet,ads,uae,1,0,0
3178,sess_983e28c3fbea,add_to_cart,26-01-2024 09:29,PROD_1387,Electronics,431.57,desktop,organic,canada,0,1,0
1874,sess_2716d60d9137,purchase,17-03-2024 15:09,PROD_6561,Beauty,123.79,desktop,organic,mexico,0,0,1
3215,sess_2a05857df0da,view,14-05-2024 13:15,PROD_3625,Home & Kitchen,308.32,desktop,,singapore,1,0,0
3345,sess_397c5cb7b429,view,17-12-2024 23:09,PROD_6976,,52.62,desktop,ads,brazil,1,0,0
2021,sess_99a8ce230cc5,view,21-07-2024 02:17,PROD_5350,Jewelry,1921.92,,referral,japan,1,0,0
3294,sess_e7e54113b88d,purchase,20-04-2024 05:35,PROD_3549,Electronics,916.6,tablet,organic,canada,0,0,1
2060,sess_bb5ba8ca67a7,view,05-09-2024 17:30,PROD_1783,Clothing,60.01,desktop,direct,brazil,1,0,0
2195,sess_9952d7d5fdfb,add_to_cart,20-12-2024 00:05,PROD_7145,Beauty,105.83,desktop,organic,usa,0,1,0
2306,sess_d9f09112f636,view,09-08-2024 21:29,PROD_7135,Home & Kitchen,456.36,desktop,direct,uae,1,0,0
1429,sess_b35d17e285d5,add_to_cart,09-02-2024 06:38,PROD_4874,Toys,,tablet,,canada,0,1,0
3751,sess_9efbeae82746,purchase,04-06-2024 20:56,PROD_1020,Sports,254.14,tablet,direct,brazil,0,0,1
1056,sess_02c97c29341d,add_to_cart,18-06-2024 10:19,PROD_8556,Clothing,256.04,desktop,direct,brazil,0,1,0
1570,sess_6de90a9b74eb,view,04-09-2024 12:23,PROD_7417,Books,77.27,desktop,organic,germany,1,0,0
2956,sess_6f2579784964,view,01-09-2024 19:01,PROD_6960,Clothing,275.15,mobile,ads,mexico,1,0,0
1778,sess_77a19ca35ffc,view,12-07-2024 21:23,PROD_6254,Home & Kitchen,302.89,desktop,ads,,1,0,0
3184,sess_4718b775a961,view,26-04-2024 02:27,PROD_7007,Sprots,102.35,tablet,referral,uae,1,0,0
1906,sess_c2c13f826ef2,add_to_cart,10-09-2024 02:32,PROD_7510,Books,73.96,tablet,ads,usa,0,1,0
2577,sess_5b0cb40b601d,view,23-01-2024 08:10,PROD_2548,Electronics,770.21,tablet,ads,mexico,1,0,0
2678,sess_5003c5d42c64,add_to_cart,16-05-2024 00:42,PROD_7980,Food & Grocery,28.03,desktop,ads,france,0,1,0
2847,sess_d1accb4fbaff,view,13-02-2024 20:21,PROD_9492,Jewelry,4032.67,tablet,referral,france,1,0,0
3319,sess_9415b403c834,add_to_cart,03-08-2024 23:29,PROD_6357,Clothing,223.92,desktop,ads,australia,0,1,0
3849,sess_05e69c4d8bff,view,10-05-2024 19:20,PROD_7400,Home & Kitchen,304.77,desktop,direct,japan,1,0,0
1095,sess_d1dbfff9a029,purchase,04-12-2024 04:44,PROD_7350,Electronics,630.4,desktop,direct,canada,0,0,1
1345,sess_35813cc05ce0,view,09-10-2024 17:17,PROD_1193,Clothing,63.25,desktop,referral,,1,0,0
1906,sess_6eddd63e5b54,view,31-10-2024 05:08,PROD_9272,Beauty,98.6,mobile,direct,india,1,0,0
2954,sess_32a6395d1bd8,purchase,19-08-2024 22:46,PROD_7762,Food & Grocery,7.35,tablet,ads,mexico,0,0,1
2354,sess_f989a520b057,add_to_cart,14-06-2024 02:18,PROD_9371,Jewelry,1207.16,mobile,organic,canada,0,1,0
2297,sess_82f13733a150,view,11-12-2024 02:15,PROD_5388,Toys,68.5,mobile,ads,australia,1,0,0
3626,sess_23ebb434f499,view,10-09-2024 09:06,PROD_8440,Jewelry,0.36,desktop,referral,mexico,1,0,0
1972,sess_7b519a11719b,add_to_cart,27-10-2024 23:35,PROD_4235,,1996.44,mobile,referral,france,0,1,0
1183,sess_02bad1e3ab89,view,06-03-2024 19:24,PROD_7864,Books,48.47,desktop,organic,brazil,1,0,0
1073,sess_ced985aac36b,view,06-11-2024 12:18,PROD_7798,Books,6.8,mobile,organic,singapore,1,0,0
3846,sess_d65549941018,view,03-01-2025 14:27,PROD_3248,Toyss,,mobile,organic,canada,1,0,0
3236,sess_19a184f46ba7,view,06-01-2024 05:30,PROD_6906,Electronics,971.8,mobile,referral,india,1,0,0
1925,sess_af68cb8472d3,view,11-03-2024 14:25,PROD_6704,,201.33,desktop,ads,mexico,1,0,0
2747,sess_0cb9e86fe170,purchase,06-08-2024 00:17,PROD_6976,Home & Kitchen,339.93,desktop,ads,uae,0,0,1
2800,sess_d292e8b0b3b8,view,06-09-2024 09:21,PROD_8187,,3537.74,desktop,referral,uk,1,0,0
3052,sess_fe3c1eee2513,view,04-10-2024 08:18,PROD_2667,Electronics,1484.6,mobile,ads,uae,1,0,0
1032,sess_c4a8a55d7a27,add_to_cart,02-08-2024 01:48,PROD_9515,Sports,171.09,tablet,organic,uk,0,1,0
3340,sess_ba2f67f0e53f,add_to_cart,03-08-2024 21:36,PROD_3457,Jewelry,0.33,tablet,,brazil,0,1,0
3943,sess_640fe9997de7,view,12-05-2024 15:01,PROD_5521,Clothing,,tablet,ads,brazil,1,0,0
1867,sess_b386dd5d8576,add_to_cart,06-11-2024 17:37,PROD_1991,Books,37.96,desktop,,australia,0,1,0
2478,sess_0de53b676233,add_to_cart,04-11-2024 00:28,PROD_1705,Automotive,43.54,mobile,direct,uk,0,1,0
1420,sess_5ababd338f93,add_to_cart,14-06-2024 18:34,PROD_4248,Electronics,484.12,desktop,ads,japan,0,1,0
1676,sess_799fe4dd40cb,add_to_cart,10-03-2024 17:37,PROD_9228,Home & Kitchen,,tablet,organic,germany,0,1,0
2814,sess_9b3cdab1064f,add_to_cart,13-07-2024 15:16,PROD_1189,Jewelry,4201.42,mobile,direct,,0,1,0
2135,sess_928b417f6101,add_to_cart,07-03-2024 10:13,PROD_1989,Home & Kitchen,27.39,,direct,mexico,0,1,0
2211,sess_eb62a121a4f4,view,24-09-2024 21:20,PROD_9444,Beauty,44.04,mobile,referral,canada,1,0,0
2654,sess_3eb4fa8e614d,add_to_cart,25-06-2024 02:32,PROD_8378,Clothing,225.84,tablet,ads,singapore,0,1,0
2034,sess_82f31b5f81fb,view,22-08-2024 20:28,PROD_1503,,92.78,desktop,,australia,1,0,0
1259,sess_dea71addb50f,add_to_cart,10-11-2024 17:20,PROD_7133,Automotive,502.22,desktop,referral,singapore,0,1,0
3652,sess_45a67cb1fcb1,add_to_cart,30-01-2024 02:46,PROD_3599,Food & Grocery,42.41,desktop,referral,singapore,0,1,0
3482,sess_7aef6dc10f9a,add_to_cart,07-07-2024 06:35,PROD_9808,Electronics,1589.52,tablet,ads,australia,0,1,0
1480,sess_c10309d36aa8,add_to_cart,21-09-2024 03:49,PROD_2646,,30906.67,desktop,referral,germany,0,1,0
3402,sess_4c4ff4e00bab,add_to_cart,18-06-2024 20:20,PROD_1779,Clothing,230.36,desktop,ads,uk,0,1,0
3387,sess_cab056575e5a,add_to_cart,21-01-2024 06:41,PROD_1400,Jewelry,4016.15,mobile,ads,singapore,0,1,0
1002,sess_6fb50442c8c1,view,07-05-2024 20:21,PROD_2049,Clothing,111.35,desktop,direct,canada,1,0,0
3980,sess_775670ee2338,view,01-08-2024 04:26,PROD_2120,Home & Kitchen,380.93,mobile,ads,brazil,1,0,0
1835,sess_a000f55b00fe,view,20-02-2024 06:15,PROD_9789,Books,79.47,tablet,referral,germany,1,0,0
1587,sess_a7bd1a2e4a25,view,11-11-2024 09:25,PROD_1924,Sports,90538.66,desktop,ads,uae,1,0,0
3871,sess_0fa2411d1fd9,view,18-05-2024 06:17,,Electronics,668.03,mobile,ads,germany,1,0,0
3060,sess_57eaa9a4be36,add_to_cart,03-05-2024 21:20,PROD_5334,Electronics,1825.82,mobile,direct,australia,0,1,0
3439,sess_75843d755166,view,23-11-2024 15:10,PROD_4536,Sports,282.1,tablet,ads,brazil,1,0,0
2360,sess_ce57f3757415,add_to_cart,14-05-2024 06:08,PROD_6808,Sports,260.2,,direct,,0,1,0
1828,sess_320b66e72475,add_to_cart,12-10-2024 05:29,PROD_6129,Jewelry,4088.95,desktop,,mexico,0,1,0
3607,sess_df97b7c4359c,add_to_cart,19-02-2024 08:51,PROD_2844,Toys,177.27,desktop,direct,france,0,1,0
3851,sess_e1ffe369b23b,view,29-01-2024 16:11,PROD_9589,Sports,333.93,mobile,organic,mexico,1,0,0
3828,sess_3eadd76613c7,view,07-09-2024 09:28,PROD_1582,Automotive,326.99,tablet,referral,canada,1,0,0
2667,sess_0f99b331d1c1,view,24-12-2024 19:13,PROD_4333,Beauty,126.98,tablet,direct,brazil,1,0,0
1481,sess_19dba36f0b2c,add_to_cart,19-11-2024 10:58,PROD_5235,Beauty,7.07,tablet,direct,mexico,0,1,0
1859,sess_c7329aa4c0a3,view,31-12-2024 12:05,PROD_7277,Jewelry,1773.97,tablet,direct,usa,1,0,0
2068,sess_3832b1d30380,view,16-12-2024 04:18,PROD_3687,Home & Kitchen,106.32,,ads,germany,1,0,0
2484,sess_bca27d14f5a4,view,11-01-2025 08:17,PROD_3730,Sports,104.41,mobile,organic,,1,0,0
2691,sess_8f139b093a13,view,18-03-2024 07:24,PROD_6826,Food & Grocery,34.59,desktop,ads,india,1,0,0
1193,sess_09465913287f,add_to_cart,27-01-2024 17:30,PROD_4002,Home & Kitchen,209.24,mobile,organic,uk,0,1,0
3506,sess_cc07bc7f6d41,view,04-06-2024 11:14,PROD_4066,Home & Kitchen,184.54,mobile,ads,australia,1,0,0
3901,sess_edd80aa6bef4,view,23-12-2024 14:22,PROD_1239,Electronics,340.57,desktop,organic,australia,1,0,0
2799,sess_2e199374e53b,purchase,19-06-2024 01:01,PROD_6707,Books,31.18,mobile,ads,,0,0,1
1636,sess_5c08ed9bba46,view,15-04-2024 10:29,PROD_4552,Automotive,,tablet,organic,india,1,0,0
3969,sess_9aaf637bb84f,add_to_cart,17-12-2024 03:25,PROD_8700,Beauty,9.41,tablet,referral,uk,0,1,0
3232,sess_f744c9c4d0b8,purchase,19-07-2024 20:41,PROD_2266,Food & Grocery,35.76,tablet,organic,usa,0,0,1
1743,sess_c48c52814d66,add_to_cart,16-07-2024 18:50,PROD_3218,Electronics,1876.39,desktop,direct,australia,0,1,0
3450,sess_dcaca75e0745,view,02-04-2024 01:08,PROD_9080,Toys,,tablet,ads,uk,1,0,0
2943,sess_97ab5924e6c6,view,23-08-2024 17:07,PROD_2181,Books,7.45,tablet,ads,brazil,1,0,0
3945,sess_f50e6774928a,add_to_cart,19-12-2024 23:21,PROD_1254,Toys,,desktop,direct,usa,0,1,0
3570,sess_5a9367a7a347,add_to_cart,14-07-2024 13:21,PROD_3983,Food & Grocery,45.74,desktop,referral,japan,0,1,0
3502,sess_b74bf82e92b8,view,31-01-2024 08:22,PROD_2925,Clothing,267.69,desktop,ads,canada,1,0,0
2838,sess_813cc04075c7,add_to_cart,05-03-2024 14:32,PROD_6312,Jewelry,4404.66,mobile,direct,japan,0,1,0
1555,sess_0a150437755c,view,22-01-2024 19:20,PROD_3396,Jewelry,2324.63,tablet,organic,australia,1,0,0
1420,sess_a87d429660e2,add_to_cart,15-05-2024 13:27,PROD_1515,Electronics,294.12,desktop,referral,uk,0,1,0
1173,sess_923b7d661c1e,add_to_cart,21-07-2024 11:31,PROD_9077,Clothing,204.87,tablet,ads,uae,0,1,0
3237,sess_2ae3503a7adc,add_to_cart,03-12-2024 11:29,PROD_3268,Beauty,30.23,tablet,organic,india,0,1,0
2087,sess_e6aa82bd3127,add_to_cart,08-06-2024 20:12,PROD_3713,Sports,323.96,desktop,ads,canada,0,1,0
2013,sess_6adec06aff4a,add_to_cart,11-02-2024 21:31,PROD_3794,Food & Grocery,59.91,tablet,ads,canada,0,1,0
1977,sess_fa476f2996fd,add_to_cart,16-09-2024 20:13,PROD_1984,Toys,58.68,mobile,ads,singapore,0,1,0
3148,sess_07b047b1e1d9,view,19-04-2024 13:24,PROD_8161,Electronics,755.07,mobile,direct,australia,1,0,0
2228,sess_286487ca0f2f,view,09-03-2024 03:11,PROD_9867,Books,60.6,tablet,ads,germany,1,0,0
2462,sess_2d26dcc39627,add_to_cart,02-09-2024 07:46,PROD_7400,Automotive,416.86,,organic,france,0,1,0
2701,sess_791665a2284e,view,24-05-2024 04:26,PROD_2502,Food & Grocery,51.47,tablet,,uk,1,0,0
2821,sess_be8b1406093d,view,06-09-2024 00:15,PROD_1808,Home & Kitchen,373.61,desktop,organic,uae,1,0,0
1086,sess_90286cf76d5d,view,27-01-2024 05:24,PROD_6528,Electronics,960.39,tablet,ads,brazil,1,0,0
2785,sess_5819108f63bd,view,23-02-2024 02:06,PROD_6748,Food & Grocery,40.67,desktop,organic,france,1,0,0
2585,sess_1be9eb8f70bb,add_to_cart,07-06-2024 09:10,PROD_2741,Jewelry,1208.34,tablet,direct,brazil,0,1,0
2441,sess_c0353386b00e,add_to_cart,03-12-2024 07:47,PROD_4853,Books,13.21,tablet,organic,india,0,1,0
2467,sess_b7438c0358d3,view,24-02-2024 21:18,PROD_2587,Automotive,237.22,desktop,referral,canada,1,0,0
3181,sess_061752320212,view,16-04-2024 15:13,PROD_2867,Automotive,,mobile,organic,usa,1,0,0
2429,sess_7258cfff5223,add_to_cart,26-05-2024 05:35,PROD_1660,Toys,92.76,mobile,direct,australia,0,1,0
2759,sess_2abad031136d,add_to_cart,25-11-2024 11:26,PROD_1576,Beauty,147.41,tablet,direct,australia,0,1,0
2789,sess_41742828e64f,view,08-01-2025 19:02,PROD_4687,Beuaty,38.73,desktop,direct,japan,1,0,0
3568,sess_c66addaaa209,view,15-10-2024 11:11,PROD_7650,Automotive,735.04,mobile,direct,singapore,1,0,0
1506,sess_6786ddb6fccb,view,19-12-2024 06:22,PROD_3313,Electronics,1880.01,desktop,ads,usa,1,0,0
3349,sess_d82a23006c16,add_to_cart,25-03-2024 17:20,PROD_6613,Home & Kitchen,139.26,desktop,referral,brazil,0,1,0
3195,sess_4b70575b97bc,add_to_cart,29-10-2024 11:30,,Clothing,269.02,tablet,referral,,0,1,0
2905,sess_54399fd5cb1e,add_to_cart,16-05-2024 20:18,PROD_9569,Beauty,49.64,tablet,direct,singapore,0,1,0
3596,sess_976e3fe19bab,view,03-04-2024 23:22,PROD_3135,Automotive,,desktop,referral,mexico,1,0,0
3890,sess_08691c99dd12,purchase,15-02-2024 23:16,PROD_9150,Home & Kitchen,307.71,desktop,referral,canada,0,0,1
1768,sess_26fe2ded618c,add_to_cart,13-05-2024 11:48,PROD_1979,Clothing,281.93,,direct,usa,0,1,0
3626,sess_13ede3cc091a,add_to_cart,27-09-2024 05:16,PROD_6053,Books,54.5,tablet,ads,usa,0,1,0
3947,sess_8915d99ba084,view,17-09-2024 07:10,PROD_9612,Sprots,350.75,tablet,organic,germany,1,0,0
2378,sess_d57508d201e7,add_to_cart,01-09-2024 05:25,PROD_1641,Food & Grocery,50.48,desktop,direct,australia,0,1,0
1985,sess_1cc1f661a25e,add_to_cart,27-11-2024 01:21,PROD_7650,Sports,363.98,desktop,referral,usa,0,1,0
1474,sess_4ba22ac072b7,view,19-04-2024 16:30,PROD_6735,Sprots,77.13,mobile,organic,japan,1,0,0
3541,sess_7a21a334e99e,add_to_cart,05-02-2024 05:32,PROD_4654,Home & Kitchen,24.82,desktop,direct,france,0,1,0
2613,sess_c83dc80d2960,view,31-03-2024 05:23,PROD_3839,Food & Grocery,41.69,tablet,referral,mexico,1,0,0
1146,sess_f3fe279b963c,view,29-06-2024 04:18,PROD_3875,Sports,309.36,desktop,organic,uae,1,0,0
1338,sess_a519e8a45bac,add_to_cart,21-08-2024 20:45,PROD_6918,Sprots,55.59,mobile,direct,uk,0,1,0
1786,sess_eff542afa435,add_to_cart,24-11-2024 04:32,PROD_6497,Sports,105.1,desktop,ads,uae,0,1,0
3890,sess_08691c99dd12,add_to_cart,15-02-2024 22:47,PROD_9150,Home & Kitchen,307.71,desktop,referral,canada,0,1,0
3880,sess_3c9a1f9f8d02,view,10-12-2024 07:02,PROD_4916,Sports,58.67,desktop,organic,brazil,1,0,0
3146,sess_bf411155950c,view,24-11-2024 07:10,PROD_7265,Home & Kitchen,135.6,mobile,ads,mexico,1,0,0
2588,sess_7233b2b5b283,view,13-08-2024 22:13,PROD_9315,Books,34.22,tablet,referral,india,1,0,0
3259,sess_25e8e180ece5,add_to_cart,05-09-2024 20:34,PROD_8817,Beauty,71.21,tablet,ads,france,0,1,0
3405,sess_a473e7b977b5,add_to_cart,26-10-2024 11:40,PROD_5202,Toys,,tablet,referral,japan,0,1,0
2271,sess_faaa5344253e,add_to_cart,08-02-2024 00:26,PROD_1660,Automotive,773.64,tablet,ads,canada,0,1,0
3622,sess_d5019e77c6c6,view,16-06-2024 20:08,PROD_3168,Sports,93.64,mobile,organic,australia,1,0,0
2049,sess_7ebd6f73b14c,view,10-01-2025 17:08,PROD_7284,Electronics,,tablet,referral,singapore,1,0,0
3805,sess_25cdb90e4e75,add_to_cart,30-09-2024 20:25,PROD_9780,Beauty,99.75,mobile,ads,mexico,0,1,0
3572,sess_9b88fd489298,view,02-07-2024 08:08,PROD_6368,Jewelry,355.65,mobile,organic,uk,1,0,0
