user_id,session_id,event_name,event_timestamp,product_id,category,price,device_type,traffic_source,country
2798,sess_557504bcd66b,view_item,2024-07-28 11:24:00,PROD_2078,Beauty,6.91,mobile,,Mexico
2452,sess_c299c91d6d95,error_event,2024-06-20 13:49:00,PROD_5345,,92.08,,ads,
3897,sess_b2614c1854a4,veiw,2024-05-06 13:13:00,PROD_3959,Toys,,mobile,referral,Mexico
1295,sess_393c30be74a7,login,2024-04-19 11:28:00,PROD_7560,,38.05,desktop,,Canada
2773,sess_7660154ac7c2,logout,2024-11-06 05:40:00,PROD_6232,,,,direct,
1463,sess_53af6d1040fc,page_exit,2024/07/26 08:55,,Food & Grocery,,tablet,ads,
1827,sess_921e4ceb4505,page_view,2024-06-15 13:09:00,PROD_8928,Clothing,265.74,desktop,ads,France
2064,sess_72e1b2b84373,page_exit,2024/08/29 08:51,PROD_9934,,912.04,desktop,referral,
1896,sess_57611fb30a40,add-to-cart,2024-04-19 01:18:00,PROD_4471,Sports,14762.08,mobile,direct,Mexico
2639,sess_806735708b41,hover,2024/07/30 09:00,,Clothing,,tablet,organic,Germany
1908,sess_837c1e4ec69e,View,2024/08/11 20:18,PROD_5393,Books,43.1,desktop,orgnaic,Japan
2452,sess_efcae9fcd025,add-to-cart,2024-08-13 10:39:00,PROD_1605,Electronics,1443.68,tablet,,Australia
3488,sess_47d9e6e122f8,addtocart,2024/03/27 17:39,PROD_3651,Clothing,N/A,desktop,ads,Brazil
1063,sess_c82ce44ce5c8,Add_To_Cart,2024-05-06 08:27:00,PROD_7626,Books,79.06,tablet,direct,Mexico
2595,sess_c184e62c49b5,VIEW,2024-08-10 22:25:00,,Jewelry,2306.41,tablet,ads,France
3606,sess_ff45dc0efbf4,VIEW,2024-12-13 12:04:00,PROD_7531,Electronics,314.83,mobile,organic,Mexico
2935,sess_3e3197c01074,veiw,27/02/2024 04:12,PROD_3025,Electronics,1595.08,tablet,direct,Brazil
3744,sess_06b0c89466cf,add-to-cart,2024-03-26 11:22:00,,Food & Grocery,55.8,desktop,ads,Singapore
3255,sess_c1c48aad45fc,page_view,2024-09-17 09:14:00,PROD_6775,Books,38.58,desktop,organic,Germany
3164,sess_22af22ab52dc,promo_click,28-Sep-2024 01:23:00,PROD_4269,Toys,,mobile,ads,
2891,sess_e34796958b85,viewed,2024/05/11 21:22,PROD_9652,Beauty,,desktop,organik,Canada
2174,sess_8ca4a06af609,AddToCart,2025-01-15 05:06:00,PROD_8432,Jewelry,840.27,desktop,ads,USA
3475,sess_0e2dcfaa1ecd,check_out,2024-08-08 02:59:00,PROD_5716,Sports,114.1,tablet,direct,Japan
1556,sess_e265a9694289,ADD_TO_CART,2024-03-06 13:45:00,PROD_1089,Home & Kitchen,59.47,mobile,referral,USA
1656,sess_58a145613082,check_out,2024-09-15 11:20:00,PROD_8173,Toys,126.52,mobile,organic,USA
3656,sess_4e497ca619d2,UNKNOWN,2024-12-06 13:15:00,PROD_7245,Books,630.47,tablet,direct,
1457,sess_a2c75ee3bdc7,login,2024-08-22 21:07:00,,,174.82,mobile,referral,France
2249,sess_21f16aa9d2b3,search,23-Nov-2024 08:56:00,PROD_6561,,,mobile,direct,UK
3152,sess_5e4e87fce401,buy,2024-11-29 12:47:00,PROD_9688,Electronics,715.46,tablet,ads,USA
1425,sess_78cc492caecb,UNKNOWN,2024-12-29 12:43:00,,Toys,468.85,mobile,referral,France
1314,sess_42d17e5705d2,View,05/04/2024 18:27,PROD_1189,Electronics,1263.12,desktop,referral,Canada
1434,sess_4bc5a333fc0b,viewed,2024-06-28 12:13:00,PROD_3835,Automotive,$505.74,tablet,orgnaic,Brazil
1272,sess_3b1d9f7d22bb,VIEW,26/10/2024 20:30,PROD_6015,Books,34.57,tablet,ads,Japan
3183,sess_1aed67b6591e,order_placed,11-Oct-2024 21:25:00,PROD_8235,Sports,376.83,desktop,ads,UAE
2914,sess_1008e79246ca,VIEW,2024-03-03 23:05:00,PROD_9464,Books,74.31,mobile,organic,UK
2820,sess_70ad790285a2,view_item,24/09/2024 04:17,PROD_1465,Books,41.11,desktop,referral,Japan
1051,sess_2959ccfea870,UNKNOWN,10-Aug-2024 23:25:00,PROD_2475,,,mobile,direct,India
2493,sess_861efd6179d7,VIEW,25/02/2024 16:16,PROD_5637,,463.23,mobile,organic,
3555,sess_c4cafcef8788,view,2024-01-14 11:28:00,PROD_8738,Books,67.24,mobile,ads,Mexico
3729,sess_474a5f4b9354,scroll,13-Feb-2024 20:22:00,PROD_1498,,,desktop,direct,
3166,sess_6453175d7462,VIEW,12/08/2024 18:24,PROD_8999,Jewelry,,tablet,referral,USA
1953,sess_23ad1005c0a5,viewed,2024-04-25 14:28:00,PROD_4355,Books,40.41,mobile,organic,
2666,sess_7c314416f821,scroll,05-13-2024 10:17:00,PROD_2812,Automotive,496.35,,direct,Germany
3978,sess_a34f56f96bd1,UNKNOWN,2024-03-17 01:55:00,PROD_4040,Sports,112.1,,referral,UAE
2055,sess_69669f6f4ded,wishlist_add,2024-04-29 21:18:00,PROD_3877,Home & Kitchen,83.16,tablet,direct,Brazil
3009,sess_a211d9d2bc5c,view_item,2024/01/22 20:01,PROD_3660,Automotive,148.1,mobile,direct,Japan
1875,sess_ace8d293424d,viewed,2024-11-13 21:21:00,PROD_7220,Books,55.7,mobile,ads,Australia
1374,sess_a5ed0586dd86,add_to_cart,2024-12-11 10:07:00,PROD_3646,Electronics,1649.21,tablet,ads,Australia
2623,sess_ed3343315119,veiw,07-29-2024 08:10:00,PROD_9792,Automotve,763.33,tablet,referral,Canada
3333,sess_514e469f48bd,null_event,2024-04-22 08:18:00,PROD_7824,Food & Grocery,666.75,tablet,referral,Japan
3922,sess_d3bc07873ef5,CHECKOUT,12/12/2024 22:12,PROD_6346,Food & Grocery,13.24,mobile,refferal,Singapore
3451,sess_f30fec6e9e90,wishlist_add,06-28-2024 22:54:00,PROD_3324,Sports,363.1,tablet,direct,
3976,sess_db97bf7af171,add_to_cart,2024-02-28 19:29:00,PROD_4630,Toys,68.23,mobile,referral,France
1996,sess_a6f82a992fd2,veiw,2024/02/28 23:13,PROD_9691,Home & Kitchen,103.18,desktop,direct,France
2580,sess_8b1f61ef9c87,veiw,2024-08-10 20:25:00,PROD_8807,Food & Grocery,25.4,tablet,direct,Australia
3616,sess_fd61b6195a0a,page_exit,2024-12-17 03:35:00,PROD_7822,,,,ads,USA
2348,sess_927f4015e667,veiw,2024-09-06 17:04:00,PROD_9440,Food & Grocery,43.01,tablet,organic,Brazil
2525,sess_4b4f0666bf1a,error_event,2025-03-05 01:36:00,PROD_8450,Automotive,195.18,desktop,referral,Mexico
3985,sess_06168b5f7f7f,search,2024-05-22 15:32:00,PROD_7857,Food & Grocery,76.75,mobile,referral,UAE
3865,sess_ae8da1c11498,begin_checkout,2024-12-24 15:16:00,PROD_8365,Toys,65.73,tablet,ads,Brazil
3558,sess_877ce8f03d9a,ADD_TO_CART,2024-08-22 22:31:00,PROD_5276,Food & Grocery,19.53,tablet,organic,Singapore
1191,sess_50cde08d2536,view_item,01-Jan-2025 23:08:00,PROD_5407,,208.85,mobile,referral,UAE
3057,sess_404c35eb0a8a,error_event,2024-03-30 16:00:00,,Sports,176.72,mobile,,Brazil
3498,sess_83e895d782e0,Add_To_Cart,2024-06-05 00:46:00,PROD_8981,Electronics,1928.59,desktop,ads,USA
3309,sess_d2dd963760a6,begin_checkout,2024-05-14 02:20:00,PROD_6686,Jewelry,2733.64,desktop,referral,Germany
3792,sess_f2ed0610a4f4,page_view,2024-10-02 17:12:00,PROD_6290,Home & Kitchen,411.9,mobile,organic,France
1441,sess_32bdbc3a35c2,View,04-Mar-2024 22:11:00,PROD_1084,Sprots,39.34,mobile,organic,Mexico
2311,sess_d009b68829b2,page_view,2024-04-17 19:03:00,PROD_3311,Electronics,1785.61,tablet,referral,India
3424,sess_0d48d341b6ee,view,18/11/2024 01:09,PROD_6722,Jewelry,2187.2,mobile,direct,India
2639,sess_86853480328a,click,2024-08-06 18:05:00,PROD_5032,Sports,784.19,mobile,referral,UAE
1834,sess_2c262aa91cd2,veiw,2024-09-10 13:23:00,PROD_9841,Sports,136.2,mobile,ads,Germany
3042,sess_9e6150d58f22,promo_click,2024-07-18 18:25:00,PROD_9370,Sports,,desktop,referral,France
1545,sess_0a5863bf9251,purchse,2024-04-17 02:45:00,PROD_3743,Food & Grocery,48.34,mobile,Referral,Germany
1172,sess_aac7c050307c,AddToCart,2024-10-22 12:55:00,PROD_5565,Automotve,731.49,desktop,,UAE
2950,sess_cf9cd5991557,Add_To_Cart,2024-07-16 23:48:00,PROD_9356,,79.6,mobile,referral,India
1749,sess_8dd1a714359b,login,10-30-2024 21:25:00,,Sports,725.69,tablet,,Australia
1559,sess_c7776dbb52a2,null_event,02/09/2024 07:48,PROD_4117,Home & Kitchen,683.7,tablet,ads,Mexico
1464,sess_3825f4093823,page_exit,01-02-2025 14:22:00,PROD_4808,,2.86,tablet,referral,UK
3738,sess_6d79d0f1e70d,hover,2024-01-23 18:08:00,PROD_9372,,654.22,desktop,direct,
3700,sess_aa329a0af0de,cart_add,23/08/2024 23:33,PROD_6045,Toyss,131.48,tablet,,Japan
1352,sess_2c48119fbcc1,Add_To_Cart,13/04/2024 11:49,PROD_7200,Clothing,262.98,desktop,direct,USA
3417,sess_ac13fe2762c9,Checkout,2024-08-05 07:58:00,PROD_8899,Electronics,1580.39,tablet,referral,Germany
1040,sess_22035a25c973,veiw,2024-08-24 14:24:00,PROD_5783,Electronics,1185.84,mobile,ads,USA
2350,sess_ddae634367bc,VIEW,2024/08/24 10:28,PROD_6968,Sports,87.18,desktop,direct,UAE
3655,sess_00e864418416,cart_add,15-Nov-2024 08:38:00,PROD_4414,Home & Kitchen,97.98,tablet,direct,USA
3684,sess_16c5fad59c6c,Checkout,13-Oct-2024 22:31:00,PROD_1868,,53.55,mobile,ads,India
2873,sess_b08d44dc53b2,View,2024-09-13 07:08:00,PROD_4957,,635.48,tablet,organic,France
2222,sess_26d4df674241,click,05-06-2024 03:12:00,PROD_1882,,,tablet,organic,UK
1305,sess_9f6aaacd1c55,AddToCart,2024-09-02 08:06:00,PROD_4735,Home & Kitchn,70.71,desktop,organic,USA
2776,sess_8e2dc9be0eff,UNKNOWN,17/04/2024 01:47,PROD_1566,Home & Kitchen,2.51,,,
1869,sess_a916e4c3d190,purchase,2024-07-02 14:11:00,PROD_8412,Toys,156.05,desktop,organic,Australia
3643,sess_dcdab3ed1e35,hover,2024/09/08 14:48,PROD_6455,Automotive,662.83,mobile,ads,France
1127,sess_8b66465240a6,VIEW,2024-03-01 12:22:00,PROD_4575,Food & Grocery,26.74,tablet,direct,UAE
2475,sess_f2ed28036669,View,2024-12-22 19:09:00,PROD_7182,Beauty,$91.77,mobile,direct,Australia
3092,sess_fcc840dccc5d,scroll,2024-03-13 05:50:00,PROD_7268,,643.91,tablet,direct,Mexico
1918,sess_3ec3ac1d78f8,wishlist_add,2024-07-08 16:04:00,PROD_5980,Toys,269.53,tablet,referral,Canada
2109,sess_34b7d1c3aee6,veiw,2024-05-26 12:14:00,PROD_8851,Beauty,20.22,mobile,,UK
2623,sess_7051547faaa5,begin_checkout,30/05/2024 19:45,PROD_2126,Boooks,42.91,desktop,organic,Mexico
1236,sess_6e262c41c0cd,VIEW,13-Oct-2024 22:15:00,PROD_2890,Food & Grocery,40.72,tablet,direct,India
2552,sess_e92cd0423958,page_view,2024-08-23 15:02:00,PROD_4977,Home & Kitchen,183.17,,direct,Mexico
3727,sess_9e0b9e887c08,scroll,2024-05-19 02:25:00,PROD_7748,,,,ads,Australia
2346,sess_4b6cc459f156,AddToCart,2024-10-12 03:43:00,PROD_6052,Home & Kitchen,493.35,desktop,organic,USA
3137,sess_ee0be7125393,login,2024-05-07 15:22:00,,Toys,,tablet,organic,Japan
2471,sess_1e5119a495d8,error_event,2024-07-03 11:08:00,PROD_3516,Toys,,desktop,direct,UAE
1783,sess_cf260d42a215,login,2024-01-18 12:16:00,PROD_9283,,,tablet,referral,USA
2018,sess_824cb41ad1a6,add-to-cart,2024-05-21 20:23:00,PROD_9125,Home & Kitchen,280.27,mobile,organic,UK
3552,sess_85b800b8a6b4,view_item,2024-06-16 12:30:00,PROD_8565,Jewelry,2812.48,tablet,referral,Japan
1743,sess_c48c52814d66,veiw,2024-07-16 18:24:00,PROD_3218,Electronics,1876.39,desktop,direct,Australia
2705,sess_6903f5a81c71,order_placed,2024-03-27 13:58:00,PROD_4062,Home & Kitchen,318.81,mobile,direct,Brazil
1579,sess_43af9414b889,addtocart,2024/08/14 18:45,PROD_1350,Sports,0.9,desktop,organic,Singapore
3327,sess_e262dcf1003d,view,18/03/2024 16:21,PROD_5813,Electronics,299.06,desktop,ads,Japan
2758,sess_17d286484be1,CHECK_OUT,2024-04-26 19:39:00,PROD_8764,Electroniics,1511.49,,organic,UK
1718,sess_96719698f0ee,hover,2024-06-28 07:59:00,,Electronics,156.79,tablet,,Japan
3642,sess_ef1e9510aca0,View,2024/08/03 06:24,PROD_7064,Toys,139.95,mobile,referral,Mexico
3928,sess_acc39fd3137c,chekout,2024-10-22 11:54:00,PROD_1174,Toys,189.27,mobile,referral,Canada
3297,sess_b72f5ce9d967,search,2024-08-17 21:08:00,PROD_1147,Food & Grocery,427.82,tablet,organic,Germany
1486,sess_05ece4dee5dd,view,12-14-2024 03:12:00,,Beauty,84.83,tablet,referral,UAE
3469,sess_cacbe1c4877a,addtocart,2024-12-20 05:39:00,PROD_2555,Electroniics,465.5,mobile,direct,Japan
2948,sess_ccfede19919d,PURCHASE,2024-04-10 03:22:00,PROD_5707,Books,,mobile,direct,Brazil
2347,sess_f66590d0fedb,UNKNOWN,2024-08-11 12:20:00,PROD_3496,,,,direct,Brazil
2692,sess_1b52ad141fa3,view_item,2024/08/10 20:23,PROD_9909,Automotive,488.52,tablet,direct,France
1660,sess_83dcbc13709d,view_item,03/09/2024 16:16,PROD_5580,,256.0,tablet,direct,Australia
2316,sess_17463dd41f7c,page_view,2024-11-10 11:30:00,PROD_5513,Books,61.18,mobile,direct,Australia
3146,sess_56417c18d9a9,view,11-12-2024 07:24:00,PROD_8402,Jewelry,2134.9,tablet,direct,Germany
2064,sess_72e1b2b84373,Add_To_Cart,2024/08/29 08:25,PROD_8577,Sports,120.1,mobile,ads,India
3464,sess_75d5ea22319d,UNKNOWN,2024-02-21 10:40:00,PROD_5768,,902.84,,referral,Brazil
3926,sess_a5427a956945,page_view,14/06/2024 17:29,PROD_9972,Food & Grocery,9.53,desktop,organic,
3997,sess_aab27f0e5794,UNKNOWN,2024-08-29 15:41:00,PROD_8144,,654.76,desktop,direct,
1633,sess_b2a8302e8d89,VIEW,2024-08-04 17:26:00,PROD_5844,Jewelry,2377.77,mobile,organic,Mexico
2358,sess_ef3ef9d3999d,chekout,2024-02-21 04:47:00,PROD_1837,Toys,18.92,desktop,,India
3414,sess_aa6e98248a84,ADD_TO_CART,2024-07-31 10:20:00,PROD_7292,Clothing,124.27,mobile,refferal,Canada
1614,sess_0f2990e5be96,login,2024-01-24 22:36:00,,Sports,,,direct,
1273,sess_170ac3100fcb,chekout,2024-05-05 12:39:00,PROD_5584,Electroniics,603.99,desktop,direct,Brazil
3799,sess_18f4b67fb01a,null_event,2024-12-13 19:11:00,PROD_7420,,,desktop,ads,Brazil
3017,sess_ed949d8ac3c1,viewed,2024-06-25 19:08:00,PROD_1295,Beauty,82.18,desktop,direct,Canada
,sess_9f6aaacd1c55,view,2024-09-02 08:02:00,PROD_4735,Home & Kitchn,70.71,desktop,organic,USA
1442,sess_ac9961b578e0,page_exit,05-09-2024 15:29:00,PROD_4690,Sports,,tablet,referral,Singapore
2530,sess_aa243144880a,scroll,2025-02-05 07:24:00,PROD_8145,,,tablet,ads,UK
2674,sess_da5de9ebab21,view_item,2024-04-24 14:15:00,PROD_7235,Food & Grocery,54.05,mobile,organic,Singapore
3521,sess_8926c123ca8e,page_view,10-Feb-2024 06:10:00,PROD_4678,Automotive,793.68,tablet,organic,Canada
1711,sess_bed204cf1a9d,AddToCart,2024-07-05 23:27:00,PROD_9913,Food & Grocery,15.6,tablet,ads,Mexico
2358,sess_ef3ef9d3999d,cart_add,2024-02-21 04:38:00,PROD_1837,Toys,18.92,desktop,referral,India
1651,sess_eaeb8d7c9ffe,veiw,21/04/2024 10:21,PROD_5290,Books,43.88,tablet,ads,Australia
2770,sess_6d8822355b3b,view_item,01-12-2025 11:11:00,PROD_2930,Toys,190.36,mobile,organic,Canada
2135,sess_39298fba36f7,add_to_cart,2024-02-02 17:52:00,PROD_6466,Beauty,71.53,tablet,referral,India
1993,sess_5e9e5127d207,View,06-24-2024 09:15:00,PROD_7405,Sports,164.77,desktop,ads,Canada
2271,sess_9b4af4843ef0,begin_checkout,2024-02-21 23:53:00,PROD_4313,Beauty,80.81,desktop,ads,Canada
2859,sess_2dfe9666d75e,login,2024/03/04 08:09,PROD_7757,,,mobile,direct,USA
1857,sess_d131e9ed3fef,scroll,04-18-2024 02:34:00,PROD_2365,Jewelry,,,ads,UAE
3196,sess_613533339f8d,viewed,06-20-2024 01:07:00,PROD_6800,Toys,,mobile,referral,UK
1234,sess_2fe3d84e6e42,scroll,2024-07-18 04:38:00,,,268.44,mobile,organic,Germany
2854,,add-to-cart,2024-08-09 08:11:00,,Beauty,134.68,desktop,referral,France
2527,sess_1683855bf3a2,login,18-Aug-2024 17:26:00,,,425.08,mobile,,France
,sess_514e469f48bd,veiw,2024-04-22 08:23:00,PROD_7984,Toys,189.8,tablet,direct,Singapore
1827,sess_fb588d0cbb74,error_event,2024-07-17 01:51:00,PROD_6510,Clothing,91.17,mobile,referral,Mexico
3475,sess_93acc82c8c52,click,2024-09-08 10:27:00,,Home & Kitchen,,,,Australia
1598,sess_608416563ad0,Checkout,13/09/2024 16:12,PROD_8562,Beauty,83.03,mobile,ads,Mexico
3670,sess_2b6530776baa,page_exit,24/11/2024 20:33,,Books,877.88,tablet,ads,Canada
2619,sess_8d82ea35719c,Checkout,10-27-2024 17:02:00,PROD_7585,Toys,49.82,tablet,ads,Singapore
2381,sess_082cc035f6e7,cart_add,2024-07-01 12:34:00,PROD_2326,Clothng,100.33,desktop,referral,UAE
2905,sess_b6a5ce1bdb3d,error_event,2024-05-19 06:19:00,PROD_1290,Toys,,mobile,,France
1571,sess_39093abfeb84,search,2024-04-15 14:27:00,,Clothing,,,,USA
1700,sess_a40449e56181,search,2024-10-02 17:31:00,PROD_9259,Books,,,,USA
1433,sess_9c171c29ebf5,cart_add,26/11/2024 03:23,PROD_7909,Jewelry,2970.8,desktop,ads,France
2534,sess_ae6dad01dec5,VIEW,30-May-2024 16:17:00,PROD_5921,Clothing,82.08,desktop,organic,Canada
1860,sess_ecf6184576a9,wishlist_add,2024-03-02 11:12:00,PROD_1014,Automotive,,desktop,,Brazil
1995,sess_fc9862cecb72,View,2024-06-29 15:10:00,PROD_1928,Home & Kitchen,200.03,tablet,direct,Australia
2613,sess_c83dc80d2960,AddToCart,2024-03-31 05:38:00,PROD_3839,,41.69,tablet,referral,Mexico
2537,sess_b4ed055f4156,cart_add,2024-03-17 03:17:00,PROD_8650,Books,15.17,mobile,organic,France
,sess_0c9186032491,View,2024-08-23 06:16:00,PROD_4667,Jewelry,2522.94,desktop,ads,Mexico
2819,sess_60e6a9f162ad,Add_To_Cart,2024-07-22 16:20:00,PROD_1267,Electronics,703.04,tablet,ads,Japan
1447,sess_f7308d46b016,view_item,06/06/2024 16:14,PROD_4123,Electronics,218.15,desktop,ads,Mexico
1512,sess_aae4804f07a8,null_event,16-Jul-2024 10:23:00,PROD_4807,,151.39,desktop,,France
1028,sess_0e525bcaf8c3,VIEW,2024-04-09 12:18:00,PROD_8272,Automotive,406.3,tablet,direct,Japan
3891,sess_b85e176f3e13,ADD_TO_CART,27/12/2024 04:47,PROD_8086,,10.51,tablet,ads,Germany
1346,sess_f38302258aff,search,2024-06-01 04:16:00,,Jewelry,239.59,mobile,,
